Subject,Channel,Band,Correlation,P_Value
2,F5,Aperiodic_Exponent,0.023734,0.693577
2,FT7,Aperiodic_Exponent,-0.011578,0.847606
2,FC3,Aperiodic_Exponent,0.032060,0.594539
2,C1,Aperiodic_Exponent,0.005885,0.922183
2,C5,Aperiodic_Exponent,-0.011530,0.848228
2,TP7,Aperiodic_Exponent,-0.037331,0.535366
2,P1,Aperiodic_Exponent,0.122588,0.041106
2,P5,Aperiodic_Exponent,0.019100,0.751198
2,PO7,Aperiodic_Exponent,0.002658,0.964811
2,PO3,Aperiodic_Exponent,0.049002,0.415739
2,POz,Aperiodic_Exponent,0.017502,0.771414
2,PO4,Aperiodic_Exponent,-0.031566,0.600225
2,PO8,Aperiodic_Exponent,-0.064085,0.286974
2,P6,Aperiodic_Exponent,-0.108775,0.070165
2,P2,Aperiodic_Exponent,0.007127,0.905827
2,CPz,Aperiodic_Exponent,0.018749,0.755622
2,TP8,Aperiodic_Exponent,-0.108241,0.071560
2,C6,Aperiodic_Exponent,0.016995,0.777865
2,C2,Aperiodic_Exponent,-0.005337,0.929415
2,FC4,Aperiodic_Exponent,0.074556,0.215261
2,FT8,Aperiodic_Exponent,-0.078865,0.189840
2,F6,Aperiodic_Exponent,-0.022797,0.705108
2,AF8,Aperiodic_Exponent,-0.062990,0.295300
2,F2,Aperiodic_Exponent,0.026932,0.654796
3,Fp1,Aperiodic_Exponent,0.090091,0.121968
3,Fz,Aperiodic_Exponent,0.011948,0.837809
3,F3,Aperiodic_Exponent,0.142706,0.013994
3,F7,Aperiodic_Exponent,0.159057,0.006099
3,FC5,Aperiodic_Exponent,0.130914,0.024291
3,FC1,Aperiodic_Exponent,0.021032,0.718577
3,C3,Aperiodic_Exponent,0.104762,0.071906
3,T7,Aperiodic_Exponent,0.083971,0.149550
3,CP5,Aperiodic_Exponent,-0.070985,0.223362
3,CP1,Aperiodic_Exponent,-0.061526,0.291400
3,Pz,Aperiodic_Exponent,0.224308,0.000099
3,P3,Aperiodic_Exponent,-0.049015,0.400783
3,P7,Aperiodic_Exponent,-0.042643,0.464843
3,O1,Aperiodic_Exponent,-0.027405,0.638656
3,Oz,Aperiodic_Exponent,0.010217,0.861045
3,O2,Aperiodic_Exponent,0.136049,0.019198
3,P4,Aperiodic_Exponent,0.127148,0.028731
3,P8,Aperiodic_Exponent,0.129570,0.025801
3,CP6,Aperiodic_Exponent,-0.022391,0.701236
3,CP2,Aperiodic_Exponent,0.014046,0.809834
3,Cz,Aperiodic_Exponent,-0.144223,0.012999
3,C4,Aperiodic_Exponent,-0.021477,0.712882
3,T8,Aperiodic_Exponent,0.125805,0.030474
3,FC6,Aperiodic_Exponent,0.083213,0.153273
3,FC2,Aperiodic_Exponent,-0.107171,0.065570
3,F4,Aperiodic_Exponent,0.116169,0.045830
3,F8,Aperiodic_Exponent,0.184425,0.001438
3,Fp2,Aperiodic_Exponent,0.023099,0.692270
3,AF7,Aperiodic_Exponent,0.135300,0.019877
3,AFz,Aperiodic_Exponent,0.023977,0.681202
3,F1,Aperiodic_Exponent,0.060430,0.300097
3,F5,Aperiodic_Exponent,0.133747,0.021353
3,FT7,Aperiodic_Exponent,0.131826,0.023309
3,FC3,Aperiodic_Exponent,0.107157,0.065607
3,C1,Aperiodic_Exponent,0.111695,0.054914
3,C5,Aperiodic_Exponent,0.070162,0.228787
3,TP7,Aperiodic_Exponent,0.053934,0.355140
3,P1,Aperiodic_Exponent,-0.051171,0.380365
3,P5,Aperiodic_Exponent,-0.073514,0.207257
3,PO7,Aperiodic_Exponent,-0.018818,0.747137
3,PO3,Aperiodic_Exponent,-0.047408,0.416424
3,POz,Aperiodic_Exponent,0.087159,0.134642
3,PO4,Aperiodic_Exponent,0.149134,0.010190
3,PO8,Aperiodic_Exponent,0.153270,0.008256
3,P6,Aperiodic_Exponent,0.078510,0.177946
3,P2,Aperiodic_Exponent,0.104489,0.072652
3,CPz,Aperiodic_Exponent,0.052678,0.366475
3,TP8,Aperiodic_Exponent,-0.002907,0.960277
3,C6,Aperiodic_Exponent,0.083369,0.152500
3,C2,Aperiodic_Exponent,-0.043565,0.455239
3,FC4,Aperiodic_Exponent,-0.073403,0.207947
3,FT8,Aperiodic_Exponent,0.127926,0.027760
3,F6,Aperiodic_Exponent,0.228997,0.000070
3,AF8,Aperiodic_Exponent,0.120159,0.038825
3,F2,Aperiodic_Exponent,-0.049104,0.399928
4,Fp1,Aperiodic_Exponent,-0.113400,0.098021
4,Fz,Aperiodic_Exponent,-0.079762,0.245302
4,F3,Aperiodic_Exponent,0.043137,0.530246
4,F7,Aperiodic_Exponent,-0.009132,0.894340
4,FC5,Aperiodic_Exponent,0.066101,0.335865
4,FC1,Aperiodic_Exponent,-0.085588,0.212399
4,C3,Aperiodic_Exponent,0.030794,0.654197
4,T7,Aperiodic_Exponent,-0.046397,0.499598
4,CP5,Aperiodic_Exponent,-0.065624,0.339373
4,CP1,Aperiodic_Exponent,-0.009586,0.889125
4,Pz,Aperiodic_Exponent,-0.107264,0.117707
4,P3,Aperiodic_Exponent,-0.162263,0.017522
4,P7,Aperiodic_Exponent,-0.127581,0.062456
4,O1,Aperiodic_Exponent,-0.203562,0.002773
4,Oz,Aperiodic_Exponent,-0.141760,0.038256
4,O2,Aperiodic_Exponent,-0.134357,0.049661
4,P4,Aperiodic_Exponent,-0.028176,0.681922
4,P8,Aperiodic_Exponent,-0.013951,0.839215
4,CP6,Aperiodic_Exponent,-0.017815,0.795556
4,CP2,Aperiodic_Exponent,-0.026223,0.702881
4,Cz,Aperiodic_Exponent,-0.010234,0.881687
4,C4,Aperiodic_Exponent,0.086729,0.206343
4,T8,Aperiodic_Exponent,-0.004658,0.945989
4,FC6,Aperiodic_Exponent,0.017792,0.795815
4,FC2,Aperiodic_Exponent,-0.038168,0.578698
4,F4,Aperiodic_Exponent,-0.133612,0.050951
4,F8,Aperiodic_Exponent,-0.111918,0.102520
4,Fp2,Aperiodic_Exponent,-0.145740,0.033098
4,AF7,Aperiodic_Exponent,-0.114000,0.096246
4,AFz,Aperiodic_Exponent,-0.145078,0.033912
4,F1,Aperiodic_Exponent,-0.058670,0.393114
4,F5,Aperiodic_Exponent,0.037178,0.588602
4,FT7,Aperiodic_Exponent,0.048277,0.482363
4,FC3,Aperiodic_Exponent,-0.024252,0.724271
4,C1,Aperiodic_Exponent,0.039104,0.569421
4,C5,Aperiodic_Exponent,0.025538,0.710297
4,TP7,Aperiodic_Exponent,-0.113137,0.098808
4,P1,Aperiodic_Exponent,-0.107145,0.118118
4,P5,Aperiodic_Exponent,-0.122375,0.074031
4,PO7,Aperiodic_Exponent,-0.175493,0.010105
4,PO3,Aperiodic_Exponent,-0.177831,0.009134
4,POz,Aperiodic_Exponent,-0.136188,0.046606
4,PO4,Aperiodic_Exponent,-0.069713,0.310068
4,PO8,Aperiodic_Exponent,-0.071383,0.298591
4,P6,Aperiodic_Exponent,-0.011533,0.866793
4,P2,Aperiodic_Exponent,-0.043076,0.530823
4,CPz,Aperiodic_Exponent,-0.077236,0.260616
4,TP8,Aperiodic_Exponent,-0.086928,0.205300
4,C6,Aperiodic_Exponent,0.044480,0.517506
4,C2,Aperiodic_Exponent,0.060480,0.378660
4,FC4,Aperiodic_Exponent,-0.033114,0.630011
4,FT8,Aperiodic_Exponent,-0.040482,0.555880
4,F6,Aperiodic_Exponent,-0.145088,0.033899
4,AF8,Aperiodic_Exponent,-0.147759,0.030715
4,F2,Aperiodic_Exponent,-0.137414,0.044649
5,Fp1,Aperiodic_Exponent,-0.062620,0.281254
5,Fz,Aperiodic_Exponent,-0.032192,0.579901
5,F3,Aperiodic_Exponent,-0.102071,0.078541
5,F7,Aperiodic_Exponent,-0.143117,0.013401
5,FC5,Aperiodic_Exponent,0.040132,0.490094
5,FC1,Aperiodic_Exponent,-0.082214,0.156872
5,C3,Aperiodic_Exponent,0.015795,0.785979
5,T7,Aperiodic_Exponent,-0.007955,0.891234
5,CP5,Aperiodic_Exponent,0.058521,0.314010
5,CP1,Aperiodic_Exponent,-0.087679,0.131013
5,Pz,Aperiodic_Exponent,-0.013655,0.814411
5,P3,Aperiodic_Exponent,-0.101615,0.079893
5,P7,Aperiodic_Exponent,0.042245,0.467523
5,O1,Aperiodic_Exponent,0.013355,0.818419
5,Oz,Aperiodic_Exponent,0.054515,0.348335
5,O2,Aperiodic_Exponent,-0.071941,0.215610
5,P4,Aperiodic_Exponent,-0.082905,0.153404
5,P8,Aperiodic_Exponent,-0.054975,0.344281
5,CP6,Aperiodic_Exponent,0.132405,0.022246
5,CP2,Aperiodic_Exponent,-0.065163,0.262140
5,Cz,Aperiodic_Exponent,-0.073326,0.206884
5,C4,Aperiodic_Exponent,0.084137,0.147369
5,T8,Aperiodic_Exponent,0.037584,0.518088
5,FC6,Aperiodic_Exponent,-0.074644,0.198816
5,FC2,Aperiodic_Exponent,0.004303,0.941031
5,F4,Aperiodic_Exponent,-0.062173,0.284712
5,F8,Aperiodic_Exponent,-0.064321,0.268369
5,Fp2,Aperiodic_Exponent,-0.033469,0.564959
5,AF7,Aperiodic_Exponent,-0.083009,0.152891
5,AFz,Aperiodic_Exponent,-0.114721,0.047860
5,F1,Aperiodic_Exponent,-0.048536,0.403815
5,F5,Aperiodic_Exponent,-0.060992,0.293979
5,FT7,Aperiodic_Exponent,-0.028983,0.618259
5,FC3,Aperiodic_Exponent,-0.023603,0.684894
5,C1,Aperiodic_Exponent,-0.072968,0.209113
5,C5,Aperiodic_Exponent,0.092111,0.112564
5,TP7,Aperiodic_Exponent,0.065484,0.259788
5,P1,Aperiodic_Exponent,-0.047670,0.412261
5,P5,Aperiodic_Exponent,-0.021467,0.712077
5,PO7,Aperiodic_Exponent,-0.067044,0.248586
5,PO3,Aperiodic_Exponent,-0.036899,0.525741
5,POz,Aperiodic_Exponent,-0.016416,0.777784
5,PO4,Aperiodic_Exponent,-0.127965,0.027187
5,PO8,Aperiodic_Exponent,-0.122418,0.034658
5,P6,Aperiodic_Exponent,-0.063631,0.273547
5,P2,Aperiodic_Exponent,-0.117185,0.043239
5,CPz,Aperiodic_Exponent,-0.047021,0.418661
5,TP8,Aperiodic_Exponent,-0.039660,0.495223
5,C6,Aperiodic_Exponent,0.142616,0.013732
5,C2,Aperiodic_Exponent,-0.006923,0.905275
5,FC4,Aperiodic_Exponent,-0.022373,0.700502
5,FT8,Aperiodic_Exponent,0.007046,0.903594
5,F6,Aperiodic_Exponent,0.018039,0.756465
5,AF8,Aperiodic_Exponent,0.012898,0.824526
5,F2,Aperiodic_Exponent,-0.017783,0.759818
6,Fp1,Aperiodic_Exponent,-0.330828,0.000000
6,Fz,Aperiodic_Exponent,-0.233000,0.000049
6,F3,Aperiodic_Exponent,-0.365592,0.000000
6,F7,Aperiodic_Exponent,-0.073987,0.202807
6,FC5,Aperiodic_Exponent,0.084210,0.147016
6,FC1,Aperiodic_Exponent,-0.051901,0.371969
6,C3,Aperiodic_Exponent,0.045154,0.437397
6,T7,Aperiodic_Exponent,0.013966,0.810260
6,CP5,Aperiodic_Exponent,0.117549,0.042588
6,CP1,Aperiodic_Exponent,-0.129989,0.024828
6,Pz,Aperiodic_Exponent,-0.076789,0.186182
6,P3,Aperiodic_Exponent,-0.064269,0.268752
6,P7,Aperiodic_Exponent,0.100448,0.083434
6,O1,Aperiodic_Exponent,0.016032,0.782842
6,Oz,Aperiodic_Exponent,0.067426,0.245890
6,O2,Aperiodic_Exponent,0.139012,0.016337
6,P4,Aperiodic_Exponent,-0.019444,0.738169
6,P8,Aperiodic_Exponent,0.110156,0.057514
6,CP6,Aperiodic_Exponent,0.107890,0.062874
6,CP2,Aperiodic_Exponent,-0.049772,0.391935
6,Cz,Aperiodic_Exponent,-0.070265,0.226523
6,C4,Aperiodic_Exponent,-0.176314,0.002252
6,T8,Aperiodic_Exponent,0.045910,0.429755
6,FC6,Aperiodic_Exponent,-0.250532,0.000012
6,FC2,Aperiodic_Exponent,-0.263598,0.000004
6,F4,Aperiodic_Exponent,-0.548486,0.000000
6,F8,Aperiodic_Exponent,-0.366270,0.000000
6,Fp2,Aperiodic_Exponent,-0.324975,0.000000
6,AF7,Aperiodic_Exponent,-0.215557,0.000177
6,AFz,Aperiodic_Exponent,-0.272187,0.000002
6,F1,Aperiodic_Exponent,-0.198931,0.000552
6,F5,Aperiodic_Exponent,-0.292568,0.000000
6,FT7,Aperiodic_Exponent,-0.010461,0.857282
6,FC3,Aperiodic_Exponent,-0.113574,0.050149
6,C1,Aperiodic_Exponent,-0.090483,0.119086
6,C5,Aperiodic_Exponent,0.175291,0.002391
6,TP7,Aperiodic_Exponent,0.074346,0.200618
6,P1,Aperiodic_Exponent,-0.074955,0.196945
6,P5,Aperiodic_Exponent,-0.073322,0.206911
6,PO7,Aperiodic_Exponent,0.129875,0.024957
6,PO3,Aperiodic_Exponent,0.024782,0.670062
6,POz,Aperiodic_Exponent,-0.084410,0.146055
6,PO4,Aperiodic_Exponent,0.017988,0.757142
6,PO8,Aperiodic_Exponent,0.111494,0.054532
6,P6,Aperiodic_Exponent,0.045027,0.438684
6,P2,Aperiodic_Exponent,-0.056627,0.329955
6,CPz,Aperiodic_Exponent,-0.081933,0.158298
6,TP8,Aperiodic_Exponent,0.102124,0.078385
6,C6,Aperiodic_Exponent,-0.086051,0.138349
6,C2,Aperiodic_Exponent,-0.039080,0.501549
6,FC4,Aperiodic_Exponent,-0.455680,0.000000
6,FT8,Aperiodic_Exponent,0.083648,0.149741
6,F6,Aperiodic_Exponent,-0.395943,0.000000
6,AF8,Aperiodic_Exponent,-0.314532,0.000000
6,F2,Aperiodic_Exponent,-0.411564,0.000000
7,Fp1,Aperiodic_Exponent,-0.117925,0.099735
7,Fz,Aperiodic_Exponent,-0.157306,0.027670
7,F3,Aperiodic_Exponent,-0.152164,0.033247
7,F7,Aperiodic_Exponent,-0.189926,0.007670
7,FC5,Aperiodic_Exponent,-0.117536,0.100867
7,FC1,Aperiodic_Exponent,-0.254039,0.000327
7,C3,Aperiodic_Exponent,-0.134351,0.060464
7,T7,Aperiodic_Exponent,-0.119272,0.095896
7,CP5,Aperiodic_Exponent,0.037908,0.597839
7,CP1,Aperiodic_Exponent,-0.001269,0.985917
7,Pz,Aperiodic_Exponent,0.032439,0.651730
7,P3,Aperiodic_Exponent,0.151793,0.033684
7,P7,Aperiodic_Exponent,-0.123705,0.084089
7,O1,Aperiodic_Exponent,0.050199,0.484719
7,Oz,Aperiodic_Exponent,-0.284012,0.000055
7,O2,Aperiodic_Exponent,-0.356251,0.000000
7,P4,Aperiodic_Exponent,-0.075046,0.295836
7,P8,Aperiodic_Exponent,-0.342658,0.000001
7,CP6,Aperiodic_Exponent,-0.052031,0.468905
7,CP2,Aperiodic_Exponent,0.030732,0.668945
7,Cz,Aperiodic_Exponent,0.008977,0.900619
7,C4,Aperiodic_Exponent,0.076732,0.285094
7,T8,Aperiodic_Exponent,0.007416,0.917835
7,FC6,Aperiodic_Exponent,-0.126322,0.077687
7,FC2,Aperiodic_Exponent,-0.126540,0.077171
7,F4,Aperiodic_Exponent,-0.138697,0.052536
7,F8,Aperiodic_Exponent,-0.108475,0.130177
7,Fp2,Aperiodic_Exponent,-0.008610,0.904660
7,AF7,Aperiodic_Exponent,-0.184691,0.009557
7,AFz,Aperiodic_Exponent,-0.132358,0.064414
7,F1,Aperiodic_Exponent,-0.199371,0.005086
7,F5,Aperiodic_Exponent,-0.119928,0.094073
7,FT7,Aperiodic_Exponent,-0.193853,0.006480
7,FC3,Aperiodic_Exponent,-0.143289,0.045117
7,C1,Aperiodic_Exponent,0.033003,0.646078
7,C5,Aperiodic_Exponent,-0.061576,0.391246
7,TP7,Aperiodic_Exponent,-0.187181,0.008613
7,P1,Aperiodic_Exponent,0.149445,0.036564
7,P5,Aperiodic_Exponent,-0.095819,0.181563
7,PO7,Aperiodic_Exponent,0.075500,0.292919
7,PO3,Aperiodic_Exponent,0.032517,0.650951
7,POz,Aperiodic_Exponent,0.011215,0.876020
7,PO4,Aperiodic_Exponent,-0.277726,0.000081
7,PO8,Aperiodic_Exponent,-0.360585,0.000000
7,P6,Aperiodic_Exponent,-0.137347,0.054900
7,P2,Aperiodic_Exponent,-0.069965,0.329838
7,CPz,Aperiodic_Exponent,0.006213,0.931123
7,TP8,Aperiodic_Exponent,-0.038821,0.589046
7,C6,Aperiodic_Exponent,-0.028148,0.695333
7,C2,Aperiodic_Exponent,0.025639,0.721307
7,FC4,Aperiodic_Exponent,-0.206893,0.003620
7,FT8,Aperiodic_Exponent,0.056687,0.430009
7,F6,Aperiodic_Exponent,-0.141473,0.047939
7,AF8,Aperiodic_Exponent,-0.143418,0.044922
7,F2,Aperiodic_Exponent,-0.122159,0.088067
8,Fp1,Aperiodic_Exponent,0.167235,0.004033
8,Fz,Aperiodic_Exponent,-0.194245,0.000813
8,F3,Aperiodic_Exponent,0.337787,0.000000
8,F7,Aperiodic_Exponent,0.222008,0.000124
8,FC5,Aperiodic_Exponent,0.348418,0.000000
8,FC1,Aperiodic_Exponent,0.073200,0.210773
8,C3,Aperiodic_Exponent,0.226817,0.000087
8,T7,Aperiodic_Exponent,-0.074099,0.205206
8,CP5,Aperiodic_Exponent,0.064961,0.266881
8,CP1,Aperiodic_Exponent,0.112817,0.053318
8,Pz,Aperiodic_Exponent,0.120805,0.038440
8,P3,Aperiodic_Exponent,0.144447,0.013167
8,P7,Aperiodic_Exponent,0.059996,0.305240
8,O1,Aperiodic_Exponent,0.076339,0.191801
8,Oz,Aperiodic_Exponent,0.048441,0.407935
8,O2,Aperiodic_Exponent,-0.047408,0.418015
8,P4,Aperiodic_Exponent,0.131120,0.024552
8,P8,Aperiodic_Exponent,0.019572,0.738229
8,CP6,Aperiodic_Exponent,0.152124,0.008988
8,CP2,Aperiodic_Exponent,0.151790,0.009142
8,Cz,Aperiodic_Exponent,0.076150,0.192907
8,C4,Aperiodic_Exponent,0.056915,0.330795
8,T8,Aperiodic_Exponent,0.246161,0.000020
8,FC6,Aperiodic_Exponent,0.215491,0.000197
8,FC2,Aperiodic_Exponent,-0.025667,0.661170
8,F4,Aperiodic_Exponent,0.123425,0.034398
8,F8,Aperiodic_Exponent,0.309236,0.000000
8,Fp2,Aperiodic_Exponent,0.252320,0.000012
8,AF7,Aperiodic_Exponent,0.306689,0.000000
8,AFz,Aperiodic_Exponent,0.175443,0.002537
8,F1,Aperiodic_Exponent,0.187976,0.001202
8,F5,Aperiodic_Exponent,0.322549,0.000000
8,FT7,Aperiodic_Exponent,0.334816,0.000000
8,FC3,Aperiodic_Exponent,0.231621,0.000061
8,C1,Aperiodic_Exponent,0.127651,0.028641
8,C5,Aperiodic_Exponent,0.106455,0.068344
8,TP7,Aperiodic_Exponent,0.071645,0.220655
8,P1,Aperiodic_Exponent,0.180621,0.001875
8,P5,Aperiodic_Exponent,0.106076,0.069340
8,PO7,Aperiodic_Exponent,0.034876,0.551424
8,PO3,Aperiodic_Exponent,0.164236,0.004754
8,POz,Aperiodic_Exponent,0.249443,0.000015
8,PO4,Aperiodic_Exponent,-0.005370,0.926955
8,PO8,Aperiodic_Exponent,-0.045602,0.435986
8,P6,Aperiodic_Exponent,0.069344,0.235872
8,P2,Aperiodic_Exponent,0.037891,0.517528
8,CPz,Aperiodic_Exponent,0.051263,0.381131
8,TP8,Aperiodic_Exponent,0.017346,0.767092
8,C6,Aperiodic_Exponent,0.142761,0.014287
8,C2,Aperiodic_Exponent,0.035002,0.549978
8,FC4,Aperiodic_Exponent,0.115165,0.048516
8,FT8,Aperiodic_Exponent,0.225644,0.000095
8,F6,Aperiodic_Exponent,0.242896,0.000026
8,AF8,Aperiodic_Exponent,0.316860,0.000000
8,F2,Aperiodic_Exponent,0.028132,0.630938
9,Fp1,Aperiodic_Exponent,-0.133632,0.035071
9,Fz,Aperiodic_Exponent,0.060135,0.344665
9,F3,Aperiodic_Exponent,-0.152770,0.015834
9,F7,Aperiodic_Exponent,-0.110241,0.082543
9,FC5,Aperiodic_Exponent,-0.014503,0.819865
9,FC1,Aperiodic_Exponent,0.093813,0.139903
9,C3,Aperiodic_Exponent,0.024657,0.698625
9,T7,Aperiodic_Exponent,-0.094554,0.136788
9,CP5,Aperiodic_Exponent,0.016202,0.799187
9,CP1,Aperiodic_Exponent,0.081589,0.199451
9,Pz,Aperiodic_Exponent,0.135890,0.032075
9,P3,Aperiodic_Exponent,0.104257,0.100725
9,P7,Aperiodic_Exponent,-0.057133,0.369321
9,O1,Aperiodic_Exponent,-0.042729,0.502120
9,Oz,Aperiodic_Exponent,0.080455,0.205794
9,O2,Aperiodic_Exponent,-0.063133,0.321100
9,P4,Aperiodic_Exponent,-0.034145,0.591788
9,P8,Aperiodic_Exponent,-0.002357,0.970481
9,CP6,Aperiodic_Exponent,-0.065165,0.305738
9,CP2,Aperiodic_Exponent,-0.102574,0.106374
9,Cz,Aperiodic_Exponent,0.094015,0.139047
9,C4,Aperiodic_Exponent,0.204131,0.001199
9,T8,Aperiodic_Exponent,-0.074052,0.244327
9,FC6,Aperiodic_Exponent,0.169535,0.007336
9,FC2,Aperiodic_Exponent,0.119736,0.059202
9,F4,Aperiodic_Exponent,-0.123223,0.052132
9,F8,Aperiodic_Exponent,-0.062923,0.322715
9,Fp2,Aperiodic_Exponent,-0.084322,0.184760
9,AF7,Aperiodic_Exponent,-0.023500,0.712118
9,AFz,Aperiodic_Exponent,-0.052513,0.409347
9,F1,Aperiodic_Exponent,0.059994,0.345792
9,F5,Aperiodic_Exponent,-0.059669,0.348424
9,FT7,Aperiodic_Exponent,0.009712,0.878800
9,FC3,Aperiodic_Exponent,0.011198,0.860443
9,C1,Aperiodic_Exponent,0.136875,0.030838
9,C5,Aperiodic_Exponent,0.015499,0.807737
9,TP7,Aperiodic_Exponent,-0.113381,0.074118
9,P1,Aperiodic_Exponent,0.118666,0.061525
9,P5,Aperiodic_Exponent,0.020554,0.746891
9,PO7,Aperiodic_Exponent,-0.046354,0.466510
9,PO3,Aperiodic_Exponent,0.045573,0.474068
9,POz,Aperiodic_Exponent,0.146762,0.020517
9,PO4,Aperiodic_Exponent,0.099338,0.117934
9,PO8,Aperiodic_Exponent,0.035834,0.573580
9,P6,Aperiodic_Exponent,0.006850,0.914358
9,P2,Aperiodic_Exponent,0.022910,0.719036
9,CPz,Aperiodic_Exponent,0.027515,0.665685
9,TP8,Aperiodic_Exponent,-0.030958,0.626847
9,C6,Aperiodic_Exponent,0.248149,0.000076
9,C2,Aperiodic_Exponent,0.021520,0.735425
9,FC4,Aperiodic_Exponent,0.166471,0.008487
9,FT8,Aperiodic_Exponent,-0.046269,0.467332
9,F6,Aperiodic_Exponent,-0.148488,0.019062
9,AF8,Aperiodic_Exponent,-0.121456,0.055622
9,F2,Aperiodic_Exponent,-0.028328,0.656424
10,Fp1,Aperiodic_Exponent,0.102073,0.113995
10,Fz,Aperiodic_Exponent,-0.016746,0.795917
